,title,imdbId,tmdbId
5183,No Such Thing (2001),248190,29135.0
5184,"Piano Teacher, The (La pianiste) (2001)",254686,1791.0
5185,Teddy Bears' Picnic (2001),250282,184835.0
5186,30 Years to Life (2001),273048,41756.0
5187,Time Out (L'emploi du temps) (2001),279065,35651.0
5188,Very Annie Mary (2001),188128,62956.0
5189,Bar Girls (1994),109217,116904.0
5190,Boxcar Bertha (1972),68309,22784.0
5191,Crimes of Passion (1984),87100,40814.0
5192,"Evil That Men Do, The (1984)",87222,53426.0
5193,Fraternity Vacation (1985),89167,24585.0
5194,Impromptu (1991),102103,17990.0
5195,Salmonberries (1991),102829,129542.0
5196,"Wrong Guys, The (1988)",96466,5678.0
5197,High Crimes (2002),257756,11560.0
5198,National Lampoon's Van Wilder (2002),283111,11452.0
5199,Crush (2001),245407,18435.0
5200,Lucky Break (2001),246134,35944.0
5201,"Destinées, Les (Destinées sentimentales, Les) (2000)",216689,64310.0
5202,"After Dark, My Sweet (1990)",98994,25501.0
5203,"Atomic Cafe, The (1982)",83590,26851.0
5204,Body and Soul (1947),39204,17487.0
5205,First Men in the Moon (1964),58100,34276.0
5206,Rashomon (Rashômon) (1950),42876,548.0
5207,Slap Shot (1977),76723,11590.0
5208,Changing Lanes (2002),264472,1537.0
5209,Frailty (2001),264616,12149.0
5210,New Best Friend (2002),191074,44373.0
5211,"Sweetest Thing, The (2002)",253867,11812.0
5212,"Cat's Meow, The (2002)",266391,35080.0
5213,Human Nature (2001),219822,441.0
5214,My Big Fat Greek Wedding (2002),259446,8346.0
5215,3:10 to Yuma (1957),50086,14168.0
5216,Bite the Bullet (1975),72705,32617.0
5217,Breakout (1975),72737,31671.0
5218,Joe Versus the Volcano (1990),99892,2565.0
5219,"Rome, Open City (a.k.a. Open City) (Roma, città aperta) (1945)",38890,307.0
5220,Return of the Killer Tomatoes! (1988),95989,15482.0
5221,Return to Horror High (1987),93854,45878.0
5222,Taking Care of Business (1990),103035,6393.0
5223,Three Men and a Baby (1987),94137,12154.0
5224,Three Men and a Little Lady (1990),98966,11630.0
5225,Transylvania 6-5000 (1985),90196,25133.0
5226,"Watcher in the Woods, The (1980)",81738,21970.0
5227,Murder by Numbers (2002),264935,11892.0
5228,"Scorpion King, The (2002)",277296,9334.0
5229,Behind the Sun (Abril Despedaçado) (2001),291003,36093.0
5230,Chelsea Walls (2001),226935,35694.0
5231,Enigma (2001),157583,10491.0
5232,"Girls Can't Swim (Filles ne savent pas nager, Les) (2000)",239507,70054.0
5233,Joshua (2002),271582,18323.0
5234,Nine Queens (Nueve reinas) (2000),247586,18079.0
5235,Spooky House (2000),160905,110989.0
5236,"Triumph of Love, The (2001)",253840,35337.0
5237,World Traveler (2001),262911,59199.0
5238,Jason X (2002),211443,11470.0
5239,Life or Something Like It (2002),282687,16643.0
5240,Dogtown and Z-Boyz (2001),275309,1282.0
5241,"Frank McKlusky, C.I. (2002)",281865,21220.0
5242,In Praise of Love (Éloge de l'amour) (2001),181912,52717.0
5243,Rain (2001),287645,69324.0
5244,"Salton Sea, The (2002)",235737,11468.0
5245,Some Body (2001),274868,292917.0
5246,Vulgar (2000),120467,19085.0
5247,"Aviator, The (1985)",88758,73462.0
5248,Bob le Flambeur (1955),47892,26030.0
5249,Cadillac Man (1990),99204,10164.0
5250,"Coca-Cola Kid, The (1985)",88931,42048.0
5251,Cuba (1979),79013,62001.0
5252,Delirious (1991),101701,28117.0
5253,Full Moon in Blue Water (1988),95186,40555.0
5254,Husbands and Wives (1992),104466,28384.0
5255,Joe (1970),65916,46691.0
5256,Lenny (1974),71746,27094.0
5257,Nomads (1986),91647,26725.0
5258,"Temp, The (1993)",108311,17168.0
5259,Thief of Hearts (1984),88256,48482.0
5260,Triumph of the Spirit (1989),98513,56179.0
5261,Wild Orchid (1990),100934,5203.0
5262,Deuces Wild (2002),231448,13201.0
5263,Hollywood Ending (2002),278823,9689.0
5264,Spider-Man (2002),145487,557.0
5265,"Mystic Masseur, The (2001)",282771,69850.0
5266,Warm Water Under a Red Bridge (Akai hashi no shita no nurui mizu) (2001),289054,44768.0
5267,The Big Sleep (1978),77234,1815.0
5268,Butterflies Are Free (1972),68326,55106.0
5269,Cactus Flower (1969),64117,28289.0
5270,"Cassandra Crossing, The (1976)",74292,32037.0
5271,"Giant Spider Invasion, The (1975)",73043,39154.0
5272,Iron Will (1994),110157,24767.0
5273,Mountains of the Moon (1990),100196,33796.0
5274,Rambling Rose (1991),102753,32221.0
5275,"Survivors, The (1983)",86397,28466.0
5276,White Fang (1991),103247,12227.0
5277,White Fang 2: Myth of the White Wolf (1994),111701,43643.0
5278,"New Guy, The (2002)",241760,10985.0
5279,Unfaithful (2002),250797,2251.0
5280,"Lady and the Duke, The (Anglaise et le duc, L') (2001)",239234,2894.0
5281,Whore (1991),103253,20712.0
5282,My Beautiful Laundrette (1985),91578,11240.0
5283,Ballad of a Soldier (Ballada o soldate) (1959),52600,46592.0
5284,Big Bad Mama (1974),71216,45186.0
5285,Big Bad Mama II (1987),92652,86483.0
5286,"Final Darkness, The (Buio Omega) (1979)",78916,5425.0
5287,Calamity Jane (1953),45591,14117.0
5288,"Cranes Are Flying, The (Letyat zhuravli) (1957)",50634,38360.0
5289,Devil Doll (1964),58007,29318.0
5290,"Harvey Girls, The (1946)",38589,28907.0
5291,"Lady in Red, The (1979)",79429,39771.0
5292,About a Boy (2002),276751,245.0
5293,Star Wars: Episode II - Attack of the Clones (2002),121765,1894.0
5294,"Believer, The (2001)",247199,4012.0
5295,"Importance of Being Earnest, The (2002)",278500,9026.0
5296,"Charge of the Light Brigade, The (1968)",62790,42193.0
5297,Every Which Way But Loose (1978),77523,15417.0
5298,"Hound of the Baskervilles, The (1959)",52905,11791.0
5299,I Want to Live! (1958),51758,28577.0
5300,"Last Waltz, The (1978)",77838,13963.0
5301,"Pride and the Passion, The (1957)",50858,23102.0
5302,Enough (2002),278435,1957.0
5303,Insomnia (2002),278504,320.0
5304,Spirit: Stallion of the Cimarron (2002),166813,9023.0
5305,CQ (2001),254199,27834.0
5306,Thirteen Conversations About One Thing (a.k.a. 13 Conversations) (2001),268690,17734.0
5307,Bus Stop (1956),49038,24010.0
5308,Cowboy (1958),51496,39435.0
5309,Don't Bother to Knock (1952),44557,24005.0
5310,"Gambler, The (1974)",71532,44800.0
5311,Let's Make Love (1960),54022,24014.0
5312,Monkey Business (1952),44916,24008.0
5313,Requiem for a Heavyweight (1962),56406,53229.0
5314,River of No Return (1954),47422,1936.0
5315,"Sum of All Fears, The (2002)",164184,4614.0
5316,Undercover Brother (2002),279493,12277.0
5317,"Diaries of Vaslav Nijinsky, The (2002)",295480,267345.0
5318,"Sleepy Time Gal, The (2001)",277322,112991.0
5319,84 Charing Cross Road (1987),90570,15677.0
5320,Dakota (1945),37627,58455.0
5321,"Desert Rats, The (1953)",45679,36554.0
5322,"Bûche, La (1999)",211286,48216.0
5323,Nora (2000),158033,41165.0
5324,Rapid Fire (1992),105219,13153.0
5325,Silent Running (1972),67756,811.0
5326,Summer Holiday (1963),57541,43532.0
5327,"Villain, The (1979)",80097,163907.0
5328,Zombie Holocaust (a.k.a. Doctor Butcher M.D.) (Zombi Holocaust) (1980),79788,7216.0
5329,Bad Company (2002),280486,3132.0
5330,Divine Secrets of the Ya-Ya Sisterhood (2002),279778,9583.0
5331,Cherish (2002),298798,18408.0
5332,"Fast Runner, The (Atanarjuat) (2001)",285441,13245.0
5333,"Bourne Identity, The (2002)",258463,2501.0
5334,Scooby-Doo (2002),267913,9637.0
5335,Windtalkers (2002),245562,12100.0
5336,"Dangerous Lives of Altar Boys, The (2002)",238924,16857.0
5337,"Emperor's New Clothes, The (2001)",282768,52258.0
5338,Gangster No. 1 (2000),210065,10394.0
5339,Harvard Man (2001),242508,27451.0
5340,Dark Blue World (Tmavomodrý svet) (2001),244479,15813.0
5341,Bad Company (1972),68245,31591.0
5342,Caveman (1981),82146,18905.0
5343,Cheech & Chong's The Corsican Brothers (1984),87042,14774.0
5344,Five Card Stud (a.k.a. 5 Card Stud) (1968),62626,4993.0
5345,For a Lost Soldier (Voor een Verloren Soldaat) (1992),108504,27052.0
5346,Goin' South (1978),77621,34130.0
5347,Hero and the Terror (1988),95296,38950.0
5348,Silver Bullet (Stephen King's Silver Bullet) (1985),90021,17898.0
5349,"Sorry, Wrong Number (1948)",40823,21635.0
5350,Hombre (1967),61770,27945.0
5351,"Horse's Mouth, The (1958)",51739,43139.0
5352,"Manhattan Project, The (1986)",91472,30194.0
5353,Men at Work (1990),100135,10169.0
5354,S.O.B. (1981),83015,27225.0
5355,She Wore a Yellow Ribbon (1949),41866,13909.0
5356,Traces of Red (1992),105631,103299.0
5357,V. I. Warshawski (1991),103184,41805.0
5358,Juwanna Mann (2002),247444,35696.0
5359,Lilo & Stitch (2002),275847,11544.0
5360,Minority Report (2002),181689,180.0
5361,Rabbit-Proof Fence (2002),252444,9555.0
5362,Sunshine State (2002),286179,57022.0
5363,Hey Arnold! The Movie (2002),314166,17710.0
5364,Mr. Deeds (2002),280590,2022.0
5365,Lovely & Amazing (2001),258273,50035.0
5366,Pumpkin (2002),265591,9719.0
5367,Look Who's Talking Now (1993),107438,11982.0
5368,Lost in Yonkers (1993),107443,27224.0
5369,Mo' Money (1992),104897,12251.0
5370,"Object of Beauty, The (1991)",102573,88818.0
5371,Wagons East (1994),111653,30114.0
5372,Zebrahead (1992),105885,70489.0
5373,Like Mike (2002),308506,21972.0
5374,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),120912,608.0
5375,"Powerpuff Girls, The (2002)",289408,59387.0
5376,Me Without You (2001),263725,26290.0
5377,"Crocodile Hunter: Collision Course, The (2002)",305396,17043.0
5378,Reign of Fire (2002),253556,6278.0
5379,Road to Perdition (2002),257044,4147.0
5380,All About Lily Chou-Chou (Riri Shushu no subete) (2001),297721,16664.0
5381,My Wife is an Actress (Ma Femme est une Actrice) (2001),269499,14651.0
5382,Never Again (2001),244094,96238.0
5383,20 Million Miles to Earth (1957),50084,15096.0
5384,Grand Theft Auto (1977),76100,19731.0
5385,The Importance of Being Earnest (1952),44744,20324.0
5386,Perfect (1985),89798,49370.0
5387,1776 (1972),68156,14902.0
5388,Fox and His Friends (Faustrecht der Freiheit) (1975),72976,42254.0
5389,"Legend of Boggy Creek, The (1972)",68837,1842.0
5390,Z (1969),65234,2721.0
5391,Halloween: Resurrection (Halloween 8) (2002),220506,11442.0
5392,Sex and Lucia (Lucía y el sexo) (2001),254455,1364.0
5393,Eight Legged Freaks (2002),271367,8869.0
5394,K-19: The Widowmaker (2002),267626,8665.0
5395,Stuart Little 2 (2002),243585,10996.0
5396,Austin Powers in Goldmember (2002),295178,818.0
5397,"Country Bears, The (2002)",276033,18357.0
5398,"Kid Stays in the Picture, The (2002)",303353,29047.0
5399,Happy Times (Xingfu shiguang) (2000),303243,45861.0
5400,Tadpole (2002),271219,39141.0
5401,Who Is Cletis Tout? (2001),246500,33152.0
5402,Harry and Walter Go to New York (1976),74608,149445.0
5403,"Merchant of Four Seasons, The (Händler der vier Jahreszeiten) (1972)",67227,10309.0
5404,Nosferatu the Vampyre (Nosferatu: Phantom der Nacht) (1979),79641,6404.0
5405,The Big Bus (1976),74205,19133.0
5406,"Eddy Duchin Story, The (1956)",49170,43199.0
5407,Fathom (1967),61653,43915.0
5408,In Like Flint (1967),61810,24130.0
5409,"Earth Trembles, The (Terra trema: Episodio del mare, La) (1948)",40866,43445.0
5410,Modesty Blaise (1966),60708,36645.0
5411,Ossessione (1943),35160,5155.0
5412,Our Man Flint (1965),59557,23728.0
5413,Red Beard (Akahige) (1965),58888,3780.0
5414,Robin and Marian (1976),75147,10786.0
5415,Top Secret! (1984),88286,8764.0
5416,"Master of Disguise, The (2002)",295427,13908.0
5417,Signs (2002),286106,2675.0
5418,"Last Kiss, The (Ultimo bacio, L') (2001)",265930,12308.0
5419,Spy Kids 2: The Island of Lost Dreams (2002),287717,9488.0
5420,"Good Girl, The (2002)",279113,9962.0
5421,Blood Work (2002),309377,9573.0
5422,xXx (2002),295701,7451.0
5423,24 Hour Party People (2002),274309,2750.0
5424,Biggie and Tupac (2002),303356,30586.0
5425,"Château, The (2001)",283288,61112.0
5426,Pandora's Box (2002),285869,92384.0
5427,Secret Ballot (Raye makhfi) (2001),290823,43772.0
5428,Martin Lawrence Live: Runteldat (2002),327036,20337.0
5429,Lan Yu (2001),292066,27062.0
5430,Songs From the Second Floor (Sånger från andra våningen) (2000),120263,34070.0
5431,Read My Lips (Sur mes lèvres) (2001),274117,6173.0
5432,Nightcap (Merci pour le chocolat) (2000),232083,10305.0
5433,Beau Pere (a.k.a. Stepfather) (Beau-père) (1981),82054,42337.0
5434,Change of Habit (1969),65537,18694.0
5435,"Matter of Taste, A (Affaire de Goût, Une) (2000)",217119,74578.0
5436,"Principal, The (1987)",93780,10081.0
5437,Rollerball (1975),73631,11484.0
5438,"Adventures of Pluto Nash, The (2002)",180052,11692.0
5439,Blue Crush (2002),300532,9266.0
5440,Mostly Martha (Bella Martha) (2001),246772,3640.0
5441,"Isle, The (Seom) (2000)",255589,8653.0
5442,Possession (2002),256276,30072.0
5443,One Hour Photo (2002),265459,9357.0
5444,Serving Sara (2002),261289,12771.0
5445,Simone (S1m0ne) (2002),258153,9296.0
5446,Undisputed (2002),281322,15070.0
5447,Amy's O (a.k.a. Amy's Orgasm) (2001),280424,26942.0
5448,Children On Their Birthdays (2002),283991,206042.0
5449,Hush! (2001),290662,26895.0
5450,How I Killed My Father (a.k.a. My Father and I) (Comment j'ai tué mon Père) (2001),268219,60608.0
5451,Hybrid (2000),267563,146231.0
5452,Satin Rouge (2002),300453,97447.0
5453,"Care Bears Movie, The (1985)",88885,11243.0
5454,Care Bears Movie II: A New Generation (1986),90799,19975.0
5455,Clash of the Titans (1981),82186,10323.0
5456,Hot Shots! (1991),102059,9595.0
5457,"Nightmare City (a.k.a. City of the Walking Dead) (a.k.a. Invasión de los zombies atómicos, La) (Incubo sulla città contaminata) (1980)",80931,28319.0
5458,"Swarm, The (1978)",78350,46878.0
5459,Time After Time (1979),80025,24750.0
5460,"Unearthly, The (1957)",51134,31393.0
5461,976-EVIL (1989),94597,24038.0
5462,Camilla (1994),109368,79783.0
5463,Down and Out in Beverly Hills (1986),90966,9941.0
5464,Flaming Star (1960),53825,18639.0
5465,Love Me Tender (1956),49452,39833.0
5466,"Return of the Vampire, The (1944)",37219,32858.0
5467,"Revenge of Frankenstein, The (1958)",50894,3127.0
5468,Stakeout (1987),94025,10859.0
5469,Wild in the Country (1961),55623,32825.0
5470,Wolfen (1981),83336,10725.0
5471,FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com) (2002),295254,9544.0
5472,Slap Her... She's French (a.k.a. She Gets What She Wants) (2002),187512,23967.0
5473,Love and a Bullet (2002),235553,57351.0
5474,Mad Love (Juana la Loca) (2001),270480,26165.0
5475,À nous la liberté (Freedom for Us) (1931),22599,31514.0
5476,True Colors (1991),103125,13571.0
5477,Snipes (2001),275688,26056.0
5478,City by the Sea (2002),269095,13536.0
5479,Swimfan (2002),283026,20616.0
5480,"Dogwalker, The (2002)",309521,
5481,Heartbreak Hospital (2002),219756,96218.0
5482,"Incubus, The (1981)",84133,79319.0
5483,Johnny Dangerously (1984),87507,16806.0
5484,"Last House on the Left, The (1972)",68833,15516.0
5485,Thesis (Tesis) (1996),117883,9299.0
5486,"Pinochet Case, The (Cas Pinochet, Le) (2001)",294431,113369.0
5487,Barbershop (2002),303714,10611.0
5488,Stealing Harvard (2002),265808,12770.0
5489,"Transporter, The (2002)",293662,4108.0
5490,Alias Betty (Betty Fisher et autres histoires) (2001),269329,55903.0
5491,"Children of the Century, The (Enfants du siècle, Les) (1999)",177746,46466.0
5492,Igby Goes Down (2002),280760,9685.0
5493,Quitting (Zuotian) (2001),298238,87481.0
5494,Aspen Extreme (1993),106315,16370.0
5495,Betsy's Wedding (1990),99128,18913.0
5496,Captain Ron (1992),103924,14361.0
5497,"Devil Bat, The (1940)",32390,41021.0
5498,Ernest Goes to Jail (1990),99512,18943.0
5499,Ernest Scared Stupid (1991),101821,32685.0
5500,"Gypsy Moths, The (1969)",64397,64079.0
5501,"Hills Have Eyes Part II, The (1985)",89274,18477.0
5502,"Hills Have Eyes, The (1977)",77681,12262.0
5503,Indian Summer (1993),107212,33506.0
5504,"Mack, The (1973)",70350,29515.0
5505,Monkey Trouble (1994),110557,41582.0
5506,Monster in the Closet (1986),91544,50382.0
5507,No Way to Treat a Lady (1968),63356,42633.0
5508,Shock Waves (1977),76704,26680.0
5509,Spaced Invaders (1990),100666,34086.0
5510,Suburban Commando (1991),103003,11504.0
5511,Surf Ninjas (1993),108258,23470.0
5512,Tabu: A Story of the South Seas (1931),22458,977.0
5513,"Wanderers, The (1979)",80117,233.0
5514,"Yearling, The (1946)",39111,19049.0
5515,"Ladykillers, The (1955)",48281,5506.0
5516,"Lavender Hill Mob, The (1951)",44829,32961.0
5517,"Man in the White Suit, The (1951)",44876,32568.0
5518,Ratcatcher (1999),171685,29698.0
5519,Society (1989),98354,22244.0
5520,"Son of the Bride (Hijo de la novia, El) (2001)",292542,19460.0
5521,"Das Experiment (Experiment, The) (2001)",250258,575.0
5522,Ballistic: Ecks vs. Sever (2002),308208,10550.0
5523,"Banger Sisters, The (2002)",280460,9034.0
5524,"Four Feathers, The (2002)",240510,9093.0
5525,Trapped (2002),280380,9039.0
5526,8 Women (2002),283832,1958.0
5527,"His Secret Life (a.k.a. Ignorant Fairies, The) (Fate ignoranti, Le) (2001)",274497,23550.0
5528,Invincible (2001),245171,68569.0
5529,"Mesmerist, The (2002)",272730,318535.0
5530,Secretary (2002),274812,11013.0
5531,Spirited Away (Sen to Chihiro no kamikakushi) (2001),245429,129.0
5532,"Trials of Henry Kissinger, The (2002)",326306,54714.0
5533,Sweet Home Alabama (2002),256415,11529.0
5534,"Tuxedo, The (2002)",290095,10771.0
5535,Charly (2002),330136,38951.0
5536,Crazy as Hell (2002),285487,55018.0
5537,Just a Kiss (2002),245479,44635.0
5538,Moonlight Mile (2002),179098,31005.0
5539,Shanghai Ghetto (2002),318068,72308.0
5540,Skins (2002),284494,50123.0
5541,Wasabi (2001),281364,2110.0
5542,Jonah: A VeggieTales Movie (2002),298388,15173.0
5543,Red Dragon (2002),289765,9533.0
5544,Between Strangers (2002),289668,38866.0
5545,Bloody Sunday (2002),280491,4107.0
5546,Heaven (2002),246677,10575.0
5547,Pipe Dream (2002),164810,47500.0
5548,"Man from Elysian Fields, The (2001)",265307,15720.0
5549,Welcome to Collinwood (2002),271259,9260.0
5550,Flirting (1991),101898,21828.0
5551,Godzilla vs. Mothra (Mosura tai Gojira) (1964),58379,1682.0
5552,Godzilla's Revenge (Gojira-Minira-Gabara: Oru Kaijû Daishingeki) (All Monsters Attack) (1969),64373,39462.0
5553,"Godzilla, King of the Monsters! (Kaijû-ô Gojira) (1956)",197521,18983.0
5554,"Moderns, The (1988)",95649,41971.0
5555,"Onion Field, The (1979)",79668,33831.0
5556,Powaqqatsi (1988),95895,24348.0
5557,"Pride of the Yankees, The (1942)",35211,19140.0
5558,Texasville (1990),103069,82545.0
5559,Valmont (1989),98575,37606.0
5560,Ernest Goes to Africa (1997),119068,34600.0
5561,Ernest in the Army (1998),129908,39128.0
5562,Horror of Dracula (Dracula) (1958),51554,11868.0
5563,Strange Brew (1983),86373,12921.0
5564,"Incredible Mr. Limpet, The (1964)",58230,19953.0
5565,Claire of the Moon (1992),103977,53049.0
5566,Django (1966),60315,10772.0
5567,Django 2: Django Strikes Again (1987),93113,77079.0
5568,"Fan, The (1981)",82362,74899.0
5569,Festival in Cannes (2001),273607,120694.0
5570,Flashback (1990),99581,12719.0
5571,Hanky Panky (1982),84049,25001.0
5572,"Rocking Horse Winner, The (1950)",42898,43438.0
5573,Seance on a Wet Afternoon (1964),58557,3092.0
5574,Shamus (1973),70680,4989.0
5575,"Wrong Guy, The (1997)",120536,15313.0
5576,Below (2002),276816,12590.0
5577,Brown Sugar (2002),297037,37964.0
5578,Knockaround Guys (2002),211465,7501.0
5579,"Rules of Attraction, The (2002)",292644,1809.0
5580,Tuck Everlasting (2002),283084,13768.0
5581,White Oleander (2002),283139,10994.0
5582,Bowling for Columbine (2002),310793,1430.0
5583,Comedian (2002),328962,19973.0
5584,"On Guard (Bossu, Le) (1997)",118756,40815.0
5585,Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie) (2002),313487,12600.0
5586,Punch-Drunk Love (2002),272338,8051.0
5587,Safe Conduct (Laissez-Passer) (2002),269461,70443.0
5588,Swept Away (2002),291502,12779.0
5589,"Young Unknowns, The (2000)",186719,146269.0
5590,Abandon (2002),267248,15992.0
5591,Formula 51 (2001),227984,1613.0
5592,"Ring, The (2002)",298130,565.0
5593,Auto Focus (2002),298744,14112.0
5594,Fidel (2001),292508,41324.0
5595,"Grey Zone, The (2001)",252480,15192.0
5596,Hansel & Gretel (2002),293832,49872.0
5597,Naqoyqatsi (2002),145937,21925.0
5598,Real Women Have Curves (2002),296166,30309.0
5599,Russian Ark (Russkiy Kovcheg) (2002),318034,16646.0
5600,Take Care of My Cat (Goyangileul butaghae) (2001),296658,37288.0
5601,Tully (2000),212604,20861.0
5602,Billy Bathgate (1991),101453,12647.0
5603,Grave of the Fireflies (Hotaru no haka) (1988),95327,12477.0
5604,Jason Goes to Hell: The Final Friday (1993),107254,10285.0
5605,"Mechanic, The (1972)",68931,19403.0
5606,Saturday Night Fever (1977),76666,11009.0
5607,Staying Alive (1983),86361,10805.0
5608,To the Devil a Daughter (1976),75334,40064.0
5609,Urban Cowboy (1980),81696,17496.0
5610,Terror Train (1980),81617,40969.0
5611,Times Square (1980),81635,76411.0
5612,Tom Horn (1980),80031,5917.0
5613,The Pumaman (1980),81693,31278.0
5614,Up the Academy (1980),81695,33670.0
5615,"When Time Ran Out... (Day the World Ended, The) (1980)",81747,47942.0
5616,Wholly Moses (1980),81751,33076.0
5617,Without Warning (a.k.a. Alien Warning) (a.k.a. It Came Without Warning) (1980),81764,44932.0
5618,Xanadu (1980),81777,15668.0
5619,"...All the Marbles (California Dolls, The) (1981)",81964,30709.0
5620,Absence of Malice (1981),81974,19429.0
5621,All Night Long (1981),82001,140413.0
5622,"Amateur, The (1981)",82005,21294.0
5623,Banana Joe (1981),82045,11340.0
5624,Marianne & Juliane (Die Bleierne Zeit) (1981),82081,42142.0
5625,Blow Out (1981),82085,11644.0
5626,The Boogens (1981),82094,33721.0
5627,Buddy Buddy (1981),82111,36133.0
5628,"Burning, The (1981)",82118,24124.0
5629,Butterfly (1982),82122,34697.0
5630,Make Them Die Slowly (Cannibal Ferox) (1981),82700,8691.0
5631,Carbon Copy (1981),82138,53922.0
5632,Charlie Chan and the Curse of the Dragon Queen (1981),82159,66592.0
5633,"Friend Is a Treasure, A (Chi Trova Un Amico, Trova un Tesoro) (Who Finds a Friend Finds a Treasure) (1981)",85327,6399.0
5634,"Chosen, The (1981)",82175,25773.0
5635,"Goat, The (a.k.a. Knock On Wood) (Chèvre, La) (1981)",82183,19123.0
5636,Continental Divide (1981),82200,26560.0
5637,"Creature Wasn't Nice, The (a.k.a. Naked Space) (a.k.a. Spaceship) (1981)",82213,36220.0
5638,Man of Iron (Czlowiek z Zelaza) (1981),82222,225.0
5639,Dead & Buried (1981),82242,24274.0
5640,Deadly Blessing (1981),82245,33016.0
5641,Death Hunt (1981),82247,26444.0
5642,Endless Love (1981),82329,19114.0
5643,Enter the Ninja (a.k.a. Ninja I) (1981),82332,17205.0
5644,"Entity, The (1981)",82334,24740.0
5645,Eye of the Needle (1981),82351,10863.0
5646,"Eyewitness (Janitor, The) (1981)",82353,31679.0
5647,Faces of Death 2 (1981),85518,15900.0
5648,Faces of Death (1978),77533,12237.0
5649,Faces of Death 3 (1985),121261,15901.0
5650,Faces of Death 4 (1990),121262,15902.0
5651,Faces of Death 5 (1996),223249,
5652,Faces of Death 6 (1996),223250,15904.0
5653,Faces of Death: Fact or Fiction? (1999),223251,97251.0
5654,"Woman Next Door, The (Femme d'à côté, La) (1981)",82370,12579.0
5655,First Monday in October (1981),82382,85058.0
5656,"Fort Apache, the Bronx (1981)",82402,23668.0
5657,Four Friends (a.k.a. Georgia's Friends) (1981),82404,70971.0
5658,"Four Seasons, The (1981)",82405,25113.0
5659,Galaxy of Terror (Quest) (1981),82431,28893.0
5660,Gallipoli (1981),82432,11646.0
5661,"Inquisitor, The (a.k.a. Under Suspicion) (Garde à vue) (1981)",82436,5062.0
5662,Ghost Story (1981),82449,24634.0
5663,Going Ape! (1981),82457,75963.0
5664,Goodbye Pork Pie (1981),82464,16124.0
5665,Gregory's Girl (1981),82477,21764.0
5666,Who Pulled the Plug? (Göta kanal eller Vem drog ur proppen?) (1981),82490,22435.0
5667,"Hand, The (1981)",82497,42149.0
5668,Happy Birthday to Me (1981),82498,37936.0
5669,Heartbeeps (1981),82507,73247.0
5670,History of Kim Skov (Historien om Kim Skov) (1981),175739,38255.0
5671,Horror Planet (a.k.a. Inseminoid) (1981),84090,46364.0
5672,"Ladies and Gentlemen, the Fabulous Stains (a.k.a. All Washed Up) (1981)",82639,27016.0
5673,Lady Chatterley's Lover (1981),82640,35685.0
5674,"Legend of the Lone Ranger, The (1981)",82648,38665.0
5675,Lili Marleen (1981),82661,265.0
5676,Lola (1981),82671,2264.0
5677,Looker (1981),82677,21874.0
5678,"Looney, Looney, Looney Bugs Bunny Movie, The (1981)",82679,41394.0
5679,Madman (1981),82696,47957.0
5680,Teddy Bear (Mis) (1981),82755,31407.0
5681,Modern Problems (1981),82763,16471.0
5682,Modern Romance (1981),82764,63443.0
5683,Ms. 45 (a.k.a. Angel of Vengeance) (1981),82776,22171.0
5684,My Bloody Valentine (1981),82782,39874.0
5685,My Dinner with André (1981),82783,25468.0
5686,Neighbors (1981),82801,19507.0
5687,Night of the Zombies (a.k.a. Batallion of the Living Dead) (1981),82815,29072.0
5688,"Night the Lights Went Out in Georgia, The (1981)",82816,75596.0
5689,Only When I Laugh (1981),82853,42146.0
5690,Pennies from Heaven (1981),82894,17450.0
5691,Pieces (Mil gritos tiene la noche) (One Thousand Cries Has the Night) (1982),82748,47886.0
5692,Piranha II: The Spawning (1981),82910,31646.0
5693,Polyester (1981),82926,14269.0
5694,Private Lessons (1981),82948,41280.0
5695,"Professional, The (Le professionnel) (1981)",82949,1672.0
5696,Derrida (2002),303326,35935.0
5697,Ghost Ship (2002),288477,9645.0
5698,Jackass: The Movie (2002),322802,9012.0
5699,Paid in Full (2002),259484,13098.0
5700,"Truth About Charlie, The (2002)",270707,13440.0
5701,All or Nothing (2002),286261,12454.0
5702,All the Queen's Men (2001),252223,31668.0
5703,Food of Love (Manjar de Amor) (2002),309600,41645.0
5704,Frida (2002),120679,1360.0
5705,Roger Dodger (2002),299117,13441.0
5706,Time Changer (2002),295725,45767.0
5707,Good Work (Beau travail) (1999),209933,14626.0
5708,"Big Knife, The (1955)",47880,48155.0
5709,Casino Royale (1967),61452,12208.0
5710,"Company of Wolves, The (1984)",87075,11905.0
5711,Escanaba in da Moonlight (2001),180679,39497.0
5712,Exodus (1960),53804,1941.0
5713,How to Murder Your Wife (1965),58212,26685.0
5714,"Russians Are Coming, the Russians Are Coming, The (1966)",60921,31918.0
5715,"World of Henry Orient, The (1964)",58756,19662.0
5716,I Spy (2002),297181,8427.0
5717,"Santa Clause 2, The (2002)",304669,9021.0
5718,Besotted (2001),220331,277415.0
5719,Blackboards (Takhté Siah) (2000),246266,28988.0
5720,Love In the Time of Money (2002),292501,52735.0
5721,"Weight of Water, The (2000)",210382,13526.0
5722,Femme Fatale (2002),280665,9280.0
5723,8 Mile (2002),298203,65.0
