,title,tags,movieId,imdbId,tmdbId
1294,"Boondock Saints II: All Saints Day, The (2009)","['vigilante', 'sequels', 'sequel', 'vigilantism', 'good', 'sequel', 'irish', 'boston', 'irish', 'accent', 'action', 'original']",72167,1300851,22821.0
1295,"Boondock Saints, The (2000)","['vigilantism', 'irish', 'accent', 'vigilante', 'organized', 'crime', 'brothers', 'irish', 'crime', 'boston', 'action', 'mafia']",3275,144117,8374.0
1296,"Boost, The (1988)","['drug', 'abuse', 'drug', 'addiction', 'dystopia', 'addiction', 'vengeance', 'mentor', 'drugs', 'greed', 'california', 'life', 'philosophy']",4481,94783,94440.0
1297,"Boot, Das (Boat, The) (1981)","['best', 'war', 'films', 'world', 'war', 'ii', 'wwii', 'claustrophobic', 'submarine', 'german', 'tense', 'germany', 'imdb', 'top', '250', 'war']",1233,82096,387.0
1298,Bootmen (2000),"['dancing', 'dance', 'so', 'bad', ""it's"", 'funny', 'teen', 'movie', 'original', 'life', 'philosophy', 'first', 'contact', 'predictable', 'parallel', 'universe', 'destiny']",3944,210584,21370.0
1299,Booty Call (1997),"['comedy', 'funny', 'hilarious', 'very', 'funny', 'goofy', 'sexual', 'original', 'stereotypes', 'funniest', 'movies', 'sexy']",1468,118750,21915.0
1300,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),"['male', 'nudity', 'social', 'commentary', 'comedy', 'satire', 'hilarious', 'anti-semitism', 'road', 'trip', 'funny', 'humorous', 'ethnic', 'conflict']",48385,443453,496.0
1301,"Border, The (1982)","['corruption', 'original', 'greed', 'manipulation', 'life', 'philosophy', 'betrayal', 'dialogue', 'crime', 'gone', 'awry', 'stereotypes', 'immigrants']",5928,83678,22023.0
1302,Borgman (2013),"['weird', 'surreal', 'psychological', 'strange', 'disturbing', 'original', 'psychiatry', 'absurd', 'surrealism', 'psychology']",107649,1954315,186929.0
1303,Born American (1986),"['finnish', 'prison', 'escape', 'teen', 'movie', 'marijuana', 'mentor', 'action', 'nerds', 'original', 'fun', 'movie', 'camp']",3443,91313,103960.0
1304,Born Free (1966),"['lions', 'animal', 'movie', 'indians', 'animals', 'prison', 'escape', 'based', 'on', 'true', 'story', 'chase', 'survival', 'mentor', 'biographical']",6232,60182,15347.0
1305,Born Rich (2003),"['money', 'homeless', 'kids', 'and', 'family', 'original', 'corporate', 'america', 'mentor', 'greed', 'documentary', 'very', 'interesting', 'interesting']",8931,342143,55047.0
1306,Born Romantic (2000),"['relationships', 'harsh', 'independent', 'film', 'original', 'romantic', 'downbeat', 'nudity', '(topless)', 'nudity', '(topless', '-', 'notable)', 'romance', 'destiny']",4817,236034,35066.0
1307,Born Yesterday (1950),"['oscar', '(best', 'actress)', 'classic', 'political', 'corruption', 'oscar', '(best', 'actor)', 'oscar', 'oscar', '(best', 'supporting', 'actress)', 'based', 'on', 'a', 'play', 'afi', '100', 'oscar', '(best', 'picture)', 'mentor']",3341,42276,24481.0
1308,Born Yesterday (1993),"['remake', 'original', 'mentor', 'good', 'las', 'vegas', 'comedy', 'destiny', 'catastrophe', 'fun', 'movie', 'predictable']",6233,106466,44968.0
1309,Born in East L.A. (1987),"['comedy', 'immigrants', 'saturday', 'night', 'live', 'mexico', 'original', 'very', 'funny', 'funny', 'romance', 'slapstick', 'farce']",4089,92690,19324.0
1310,Born into Brothels (2004),"['documentary', 'social', 'commentary', 'children', 'poverty', 'photography', 'prostitution', 'greed', 'mentor', 'photographer', 'homeless']",27878,388789,1392.0
1311,Born on the Fourth of July (1989),"['vietnam', 'war', 'innocence', 'lost', 'oscar', '(best', 'editing)', 'war', 'oscar', '(best', 'directing)', 'vietnam', 'politics', 'war', 'movie', 'best', 'war', 'films', 'anti-war']",4008,96969,2604.0
1312,Born to Be Wild (1995),"['animals', 'predictable', 'family', 'adventure', 'original', 'so', 'bad', ""it's"", 'funny', 'bad', 'plot', 'teen', 'movie', 'bad', 'cgi', 'catastrophe']",6557,113533,68927.0
1313,"Borrowers, The (1997)","['family', 'fun', 'movie', 'special', 'effects', 'adventure', 'kids', 'good', 'story', 'adapted', 'from:book', 'silly', 'fun', 'kids', 'and', 'family']",1848,118755,9449.0
1314,"Boss of It All, The (Direktøren for det hele) (2006)","['workplace', 'finnish', 'narrated', 'dark', 'humor', 'relationships', 'criterion', 'off-beat', 'comedy', 'original', 'obsession', 'mentor']",50842,469754,5206.0
1315,Bossa Nova (2000),"['brazil', 'romance', 'romantic', 'rio', 'de', 'janeiro', 'romantic', 'comedy', 'relationships', 'love', 'story', 'light', 'feel-good', 'feel', 'good', 'movie']",3567,180837,19600.0
1316,"Boston Strangler, The (1968)","['serial', 'killer', 'police', 'investigation', 'investigation', 'psychiatry', 'tense', 'murder', 'detective', 'pornography', 'suspense', 'psychological']",8882,62755,26690.0
1317,"Bothersome Man, The (Brysomme mannen, Den) (2006)","['surreal', 'existentialism', 'loneliness', 'dystopia', 'weird', 'strange', 'alone', 'in', 'the', 'world', 'surrealism', 'enigmatic', 'melancholic']",50011,808185,13318.0
1318,Bottle Rocket (1996),"['heist', 'quirky', 'off-beat', 'comedy', 'humorous', 'independent', 'film', 'cult', 'classic', 'good', 'soundtrack', 'crime', 'dark', 'humor', 'original']",101,115734,13685.0
1319,Bottle Shock (2008),"['wine', 'france', 'paris', 'california', 'french', 'story', 'based', 'on', 'true', 'story', 'feel-good', 'original', 'true', 'story']",60948,914797,13996.0
1320,Bounce (2000),"['romantic', 'romantic', 'comedy', 'chick', 'flick', 'romance', 'love', 'story', 'happy', 'ending', 'drama', 'predictable', 'gay', 'character', 'relationships']",3987,186894,10862.0
1321,Bound (1996),"['stylish', 'mob', 'tense', 'neo-noir', 'glbt', 'noir', 'thriller', 'mafia', 'crime', 'sexy', 'organized', 'crime']",866,115736,9303.0
1322,"Bound by Honor (a.k.a. Blood In, Blood Out) (1993)","['gangs', 'prison', 'gangsters', 'violence', 'great', 'acting', 'life', 'philosophy', 'los', 'angeles', 'destiny', 'mentor', 'bad', 'acting']",3761,106469,9702.0
1323,Bound for Glory (1976),"['oscar', '(best', 'cinematography)', 'biopic', 'scenic', 'cinematography', 'oscar', '(best', 'directing)', 'music', 'great', 'movie', 'imdb', 'top', '250', 'depression', 'original']",3371,74235,42232.0
1324,"Bounty Hunter, The (2010)","['romantic', 'comedy', 'comedy', 'chick', 'flick', 'romantic', 'romance', 'predictable', 'action', 'so', 'bad', ""it's"", 'funny', 'horrible', 'better', 'than', 'expected']",75805,1038919,27573.0
1325,"Bounty, The (1984)","['historical', 'oscar', '(best', 'directing)', 'factual', 'christian', 'us', 'history', 'history', 'island', 'based', 'on', 'a', 'book', 'courage', 'based', 'on', 'book']",4000,86993,2669.0
1326,"Bourne Identity, The (1988)","['espionage', 'robert', 'ludlum', 'spying', 'adapted', 'from:book', 'assassin', 'spy', 'spies', 'chase', 'action', 'assassination']",26614,94791,8677.0
1327,"Bourne Identity, The (2002)","['spying', 'espionage', 'assassin', 'robert', 'ludlum', 'spies', 'spy', 'amnesia', 'fast', 'paced', 'conspiracy', 'assassins']",5418,258463,2501.0
1328,"Bourne Legacy, The (2012)","['chase', 'franchise', 'action', 'fast', 'paced', 'espionage', 'spying', 'spies', 'assassin', 'conspiracy', 'spy']",91535,1194173,49040.0
1329,"Bourne Supremacy, The (2004)","['espionage', 'assassin', 'spying', 'robert', 'ludlum', 'fast', 'paced', 'spies', 'spy', 'action', 'chase', 'conspiracy']",8665,372183,2502.0
1330,"Bourne Ultimatum, The (2007)","['spying', 'espionage', 'assassin', 'robert', 'ludlum', 'chase', 'fast', 'paced', 'conspiracy', 'spies', 'action', 'spy']",54286,440963,2503.0
1331,Bowfinger (1999),"['comedy', 'robert', 'downey', 'jr', 'satire', 'funny', 'hollywood', 'hilarious', 'very', 'funny', 'original', 'satirical', 'parody']",2770,131325,11353.0
1332,Bowling for Columbine (2002),"['violence', 'guns', 'documentary', 'social', 'commentary', 'politics', 'propaganda', 'canada', 'violent', 'world', 'politics', 'golden', 'palm']",5669,310793,1430.0
1333,Box of Moon Light (1996),"['coen', 'bros', 'midlife', 'crisis', 'underrated', 'life', 'philosophy', 'cult', 'classic', 'weird', 'life', 'great', 'quirky', 'great', 'ending']",8504,115738,31146.0
1334,"Box, The (2009)","['storytelling', 'existentialism', 'twists', '&', 'turns', 'pointless', 'original', 'sci', 'fi', 'cerebral', 'greed', 'alien', 'first', 'contact']",72380,362478,22825.0
1335,Boxcar Bertha (1972),"['violence', 'gunfight', 'depression', 'stylish', 'nudity', '(topless', '-', 'notable)', 'grindhouse', 'gangsters', 'pornography', 'good', 'soundtrack', '1930s']",5275,68309,22784.0
1336,"Boxer, The (1997)","['ireland', 'irish', 'irish', 'accent', 'redemption', 'bleak', 'original', 'love', 'story', 'dramatic', 'gritty', 'intense']",26965,118760,16992.0
1337,Boxing Helena (1993),"['obsession', 'nudity', '(topless', '-', 'notable)', 'pornography', 'erotic', 'weird', 'lynch', 'sexual', 'art', 'house', 'doctors', 'nudity', '(topless)']",427,106471,18215.0
1338,"Boxtrolls, The (2014)","['stop', 'motion', 'animation', 'stop-motion', 'storytelling', 'fantasy', 'world', 'original', 'animated', 'based', 'on', 'a', 'book', 'computer', 'animation', 'whimsical']",114552,787474,170687.0
1339,Boy (2010),"['adolescence', 'quirky', 'coming', 'of', 'age', 'coming-of-age', 'childhood', 'weed', 'original', 'criterion', 'beautifully', 'filmed', 'vengeance']",86000,1560139,39356.0
1340,Boy A (2007),"['mentor', 'crime', 'dark', 'childhood', 'bullying', 'bleak', 'murder', 'drama', 'identity', 'guilt']",59995,1078188,14748.0
1341,"Boy Who Could Fly, The (1986)","['family', 'fantasy', 'childhood', 'children', 'touching', 'family', 'bonds', 'original', 'heartwarming', 'happy', 'ending', 'fantasy', 'world']",2453,90768,24086.0
1342,"Boy and His Dog, A (1975)","['dog', 'post-apocalyptic', 'post', 'apocalyptic', 'dystopia', 'future', 'dogs', 'original', 'distopia', 'science', 'fiction', 'sexualized', 'violence']",7236,72730,4917.0
1343,"Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The) (2008)","['holocaust', 'world', 'war', 'ii', 'nazis', 'jews', 'nazi', 'powerful', 'ending', 'childhood', 'oscar', '(best', 'foreign', 'language', 'film)', 'genocide', 'camp']",64034,914798,14574.0
1344,"Boy with Green Hair, The (1948)","['innocence', 'lost', 'wartime', 'orphans', 'war', 'war', 'movie', 'fantasy', 'childhood', 'cross', 'dressing', 'sentimental', 'runaway']",7224,40185,43759.0
1345,Boyhood (2014),"['coming', 'of', 'age', 'life', 'childhood', 'original', 'coming-of-age', 'drama', 'adolescence', 'oscar', '(best', 'directing)', 'reflective', 'melancholic']",112290,1065073,85350.0
1346,Boys (1996),"['visually', 'appealing', 'original', 'surreal', 'destiny', 'good', 'soundtrack', 'teenager', 'enigmatic', 'road', 'trip', 'teen', 'movie', 'great', 'ending']",703,115742,43634.0
1347,"Boys Are Back, The (2009)","['single', 'father', 'parenthood', 'family', 'drama', 'cancer', 'based', 'on', 'a', 'book', 'australia', 'emotional', 'original', 'storytelling', 'dysfunctional', 'family']",71926,926380,23512.0
1348,Boys Don't Cry (1999),"['transgender', 'oscar', '(best', 'actress)', 'true', 'story', 'cross', 'dressing', 'small', 'town', 'sexualized', 'violence', 'rape', 'tragedy', 'homophobia', 'oscar', '(best', 'supporting', 'actress)']",2908,171804,226.0
1349,Boys Life (1995),"['gay', 'queer', 'coming', 'of', 'age', 'sexuality', 'adolescence', 'coming-of-age', 'sexual', 'gay', 'character', 'homosexuality', 'good', 'soundtrack']",388,112570,39953.0
1350,Boys Life 2 (1997),"['gay', 'life', 'philosophy', 'gay', 'character', 'queer', 'glbt', 'original', 'good', 'soundtrack', 'homosexuality', 'allegory', 'too', 'short']",1471,118762,50091.0
1351,Boys Town (1938),"['mentor', 'oscar', '(best', 'actress)', 'oscar', '(best', 'actor)', 'childhood', 'sentimental', 'friendship', 'runaway', 'redemption', 'homeless', 'unlikely', 'friendships']",31260,29942,42390.0
1352,Boys and Girls (2000),"['romantic', 'comedy', 'teen', 'movie', 'chick', 'flick', 'romantic', 'romance', 'teen', 'predictable', 'teens', 'girlie', 'movie', 'horrible']",3743,204175,10571.0
1353,"Boys from Brazil, The (1978)","['nazis', 'cloning', 'nazi', 'clones', 'jews', 'conspiracy', 'world', 'war', 'ii', 'suspense', 'nudity', '(topless', '-', 'brief)', 'thriller']",3204,77269,16241.0
1354,"Boys in the Band, The (1970)","['glbt', 'gay', 'homosexuality', 'gay', 'character', 'queer', 'aids', 'homophobia', 'stereotypes', 'social', 'commentary', 'original']",7474,65488,34377.0
1355,"Boys of St. Vincent, The (1992)","['child', 'abuse', 'disturbing', 'corruption', 'pornography', 'true', 'story', 'original', 'sexual', 'abuse', 'orphans', 'police', 'investigation', 'canada']",121,106473,32119.0
1356,Boys on the Side (1995),"['women', 'unlikely', 'friendships', 'friendship', 'chick', 'flick', 'relationships', 'road', 'movie', 'lesbian', 'road', 'trip', 'life', 'philosophy', 'social', 'commentary']",218,112571,9382.0
1357,"Boys, Les (1997)","['new', 'jersey', 'fantasy', 'world', 'drinking', 'talky', 'life', 'philosophy', 'storytelling', 'classic', 'car', 'friendship', 'original', 'fight', 'scenes']",1698,118764,42832.0
1358,"Boys, The (1998)","['brutality', 'violent', 'brothers', 'bleak', 'violence', 'original', 'harsh', 'dysfunctional', 'family', 'pornography', 'australia']",2695,139898,13821.0
1359,Boyz N the Hood (1991),"['violence', 'gangs', 'social', 'commentary', 'drama', 'crime', 'violent', 'great', 'acting', 'gangsters', 'good', 'excellent', 'script']",6796,101507,650.0
1360,Braddock: Missing in Action III (1988),"['good', 'action', 'action', 'action', 'packed', 'franchise', 'ninja', 'original', 'predictable', 'weapons', 'bad', 'plot', 'sequels']",3768,94792,27352.0
1361,"Brady Bunch Movie, The (1995)","['based', 'on', 'a', 'tv', 'show', 'parody', 'original', 'spoof', 'television', 'silly', 'fun', 'family', 'series', 'culture', 'clash', 'fun', 'movie']",585,112572,9066.0
1362,Brain Damage (1988),"['splatter', 'cult', 'classic', 'social', 'commentary', 'gory', 'drug', 'abuse', 'horror', 'drug', 'addiction', 'low', 'budget', 'stop', 'motion', 'weird']",6602,94793,27814.0
1363,Brain Donors (1992),"['funniest', 'movies', 'comedy', 'cult', 'classic', 'hilarious', 'quotable', 'suprisingly', 'clever', 'farce', 'funny', 'as', 'hell', 'goofy', 'humorous']",8040,103872,32450.0
1364,"Brain That Wouldn't Die, The (1962)","['mad', 'scientist', 'sci-fi', 'horror', 'science', 'fiction', 'low', 'budget', 'original', 'sci', 'fi', 'monster', 'grindhouse', 'splatter']",3833,52646,33468.0
1365,Brainscan (1994),"['video', 'game', 'computer', 'game', 'horror', 'videogame', 'video', 'games', 'cult', 'film', 'virtual', 'reality', 'demons', 'teen', 'movie', 'teens']",6304,109327,14237.0
1366,Brainstorm (1983),"['70mm', 'cyberpunk', 'death', 'science', 'fiction', 'futuristic', 'scifi', 'technology', 'sci', 'fi', 'life', '&', 'death', 'memory']",5054,85271,15050.0
1367,"Brandon Teena Story, The (1998)","['transgender', 'small', 'town', 'cross', 'dressing', 'rape', 'sexuality', 'sexual', 'abuse', 'disturbing', 'documentary', 'glbt', 'homophobia']",3281,144801,113096.0
1368,Brannigan (1975),"['action', 'chase', 'justice', 'original', 'scotland', 'london', 'surveillance', 'fast', 'paced', 'gunfight', 'vengeance']",4853,72732,27396.0
1369,"Brass Teapot, The (2012)","['greed', 'money', 'original', 'suprisingly', 'clever', 'twists', '&', 'turns', 'mentor', 'quirky', 'comedy', 'allegory', 'catastrophe']",101529,1935902,127867.0
1370,Brassed Off (1996),"['british', 'british', 'comedy', 'england', 'music', 'london', 'political', 'drama', 'musicians', 'working', 'class', 'feel-good']",1542,115744,9450.0
1371,Bratz: The Movie (2007),"['high', 'school', 'teen', 'movie', 'girlie', 'movie', 'teen', 'fashion', 'teens', 'horrible', 'stereotypes', 'adolescence', 'friendship']",54290,804452,14123.0
1372,Brave (2012),"['computer', 'animation', 'animation', 'oscar', '(best', 'animated', 'feature)', 'pixar', 'pixar', 'animation', 'mother', 'daughter', 'relationship', 'kids', 'and', 'family', 'coming', 'of', 'age', 'fantasy', 'world', 'family']",95167,1217209,62177.0
1373,"Brave Little Toaster, The (1987)","['childhood', 'cartoon', 'animation', 'animated', 'children', 'kids', 'original', 'animals', 'kids', 'and', 'family', 'talking', 'animals']",4090,92695,19933.0
1374,"Brave One, The (2007)","['vigilante', 'vigilantism', 'revenge', 'justice', 'vengeance', 'crime', 'nudity', '(topless', '-', 'brief)', 'new', 'york', 'city', 'murder', 'detective']",55080,476964,4413.0
1375,Braveheart (1995),"['historical', 'oscar', '(best', 'picture)', 'history', 'oscar', '(best', 'directing)', 'courage', 'epic', 'oscar', '(best', 'cinematography)', 'us', 'history', 'imdb', 'top', '250', 'scotland']",110,112573,197.0
1376,Brazil (1985),"['dystopic', 'future', 'fighting', 'the', 'system', 'futuristic', 'imagination', 'visually', 'stunning', 'surreal', 'future', 'dreams', 'visually', 'appealing', 'dystopia']",1199,88846,68.0
1377,Breach (2007),"['spying', 'espionage', 'true', 'story', 'secrets', 'spy', 'surveillance', 'based', 'on', 'true', 'story', 'conspiracy', 'spies', 'tense']",51080,401997,4169.0
1378,Bread and Chocolate (Pane e cioccolata) (1973),"['foreign', 'bittersweet', 'criterion', 'golden', 'palm', 'beautifully', 'filmed', 'italian', 'immigrants', 'oscar', '(best', 'foreign', 'language', 'film)', 'spanish', 'italy']",615,70506,51242.0
1379,Bread and Roses (2000),"['politics', 'political', 'immigrants', 'corporate', 'america', 'workplace', 'world', 'politics', 'corruption', 'dramatic', 'realistic', 'journalism']",4300,212826,37691.0
1380,Bread and Tulips (Pane e tulipani) (2000),"['melancholic', 'reflective', 'bittersweet', 'loneliness', 'italy', 'life', 'beautiful', 'scenery', 'feel-good', 'feel', 'good', 'movie', 'romance']",4644,237539,552.0
1381,"Break-Up, The (2006)","['romantic', 'comedy', 'relationships', 'comedy', 'chick', 'flick', 'happy', 'ending', 'romantic', 'romance', 'funny', 'pg-13', 'predictable']",45501,452594,9767.0
1382,Breakdown (1997),"['suspenseful', 'tense', 'suspense', 'chase', 'kidnapping', 'conspiracy', 'paranoia', 'twists', '&', 'turns', 'intense', 'thriller']",1518,118771,2163.0
1383,Breaker Morant (1980),"['wartime', 'politics', 'australian', 'australia', 'war', 'court', 'based', 'on', 'a', 'play', 'best', 'war', 'films', 'political', 'war', 'movie']",3811,80310,13783.0
1384,Breaker! Breaker! (1977),"['small', 'town', 'fight', 'scenes', 'action', 'original', 'fighting', 'so', 'bad', ""it's"", 'funny', 'predictable', 'corruption', 'vengeance', 'vigilante']",4044,75783,19108.0
1385,"Breakfast Club, The (1985)","['teen', 'movie', 'teen', 'teenager', 'high', 'school', 'adolescence', 'teens', 'teenagers', 'coming', 'of', 'age', '80s', '1980s']",1968,88847,2108.0
1386,Breakfast at Tiffany's (1961),"['romantic', 'bittersweet', 'love', 'story', 'adapted', 'from:book', 'oscar', '(best', 'actress)', 'romantic', 'comedy', 'new', 'york', 'romance', 'classic', 'based', 'on', 'a', 'book']",902,54698,164.0
1387,Breakfast of Champions (1999),"['adapted', 'from:book', 'based', 'on', 'a', 'book', 'based', 'on', 'book', 'book', 'books', 'adaptation', 'book', 'was', 'better', 'original', 'weird', 'insanity']",2507,120618,12479.0
1388,Breakfast on Pluto (2005),"['transgender', 'irish', 'ireland', 'based', 'on', 'a', 'book', 'irish', 'accent', 'london', 'storytelling', 'cross', 'dressing', 'weird', 'original']",40955,411195,1420.0
1389,Breakheart Pass (1975),"['western', 'train', 'gunfight', 'action', 'indians', 'vengeance', 'runaway', 'secret', 'service', 'trains', 'harsh']",4045,72735,8043.0
1390,Breakin' (1984),"['dance', 'dancing', 'hip', 'hop', 'good', 'soundtrack', 'ninja', 'original', 'camp', '80s', 'so', 'bad', ""it's"", 'funny', 'bad', 'plot']",6349,86998,15259.0
1391,Breakin' 2: Electric Boogaloo (1984),"['dance', 'dancing', 'hip', 'hop', 'original', '80s', 'good', 'soundtrack', 'so', 'bad', ""it's"", 'funny', 'predictable', 'gangs', 'nostalgia']",6348,86999,17464.0
1392,Breakin' All the Rules (2004),"['mistaken', 'identity', 'comedy', 'romantic', 'comedy', 'original', 'based', 'on', 'a', 'book', 'dialogue', 'very', 'funny', 'no', 'plot', 'stupidity', 'pornography']",7457,349169,16428.0
1393,Breaking Away (1979),"['coming', 'of', 'age', 'coming-of-age', 'college', 'racing', 'adolescence', 'small', 'town', 'childhood', 'bittersweet', 'father', 'son', 'relationship', 'inspiring']",3359,78902,20283.0
1394,Breaking In (1989),"['mentor', 'caper', 'comedy', 'original', 'goofy', 'fun', 'movie', 'good', 'soundtrack', 'crime', 'cult', 'classic', 'alter', 'ego']",4575,96976,69828.0
1395,Breaking Up (1997),"['relationships', 'happy', 'ending', 'girlie', 'movie', 'romantic', 'comedy', 'romantic', 'pg-13', 'love', 'story', 'predictable', 'sexy', 'original']",6024,118772,26393.0
1396,Breaking and Entering (2006),"['relationships', 'london', 'complex', 'nudity', '(topless', '-', 'brief)', 'original', 'drama', 'melancholic', 'loneliness', 'visually', 'appealing', 'reflective']",51418,443456,1253.0
1397,Breaking the Waves (1996),"['love', 'loneliness', 'relationships', 'intimate', 'heartbreaking', 'passionate', 'god', 'sacrifice', 'criterion', 'pornography']",1354,115751,145.0
1398,Breakout (1975),"['violence', 'vengeance', 'original', 'prison', 'action', 'mentor', 'pornography', 'true', 'story', 'ireland', 'brutal']",5302,72737,31671.0
1399,Breathing Room (1996),"['romantic', 'comedy', 'criterion', 'nocturnal', 'girlie', 'movie', 'romantic', 'murder', 'melancholic', 'intimate', 'transformation', 'original']",1314,115754,348138.0
1400,Breathless (1983),"['original', 'sexy', 'cult', 'film', 'nudity', '(topless)', 'remake', 'french', 'better', 'than', 'the', 'american', 'version', 'las', 'vegas', 'erotic', 'pornography']",3584,85276,1058.0
1401,Breathless (À bout de souffle) (1960),"['criterion', 'paris', 'french', 'talky', 'stylized', 'enigmatic', 'neo-noir', 'cynical', 'melancholic', 'hotel']",4914,53472,269.0
1402,Brenda Starr (1989),"['adapted', 'from:comic', 'original', 'adventure', 'predictable', 'fantasy', 'campy', 'pointless', 'bad', 'plot', 'fun', 'movie', 'fun']",3166,96978,47070.0
1403,Brewster's Millions (1985),"['comedy', 'greed', 'homeless', 'rags', 'to', 'riches', 'fun', 'movie', 'money', 'very', 'funny', 'original', 'funny', 'good']",4010,88850,11064.0
1404,Brick (2005),"['neo-noir', 'noir', 'stylized', 'high', 'school', 'dialogue', 'film', 'noir', 'noir', 'thriller', 'detective', 'original', 'visually', 'appealing']",44761,393109,9270.0
1405,Brick Mansions (2014),"['undercover', 'cop', 'action', 'remake', 'so', 'bad', ""it's"", 'funny', 'fight', 'scenes', 'original', 'bad', 'acting', 'car', 'chase', 'good', 'action', 'fun', 'movie']",110826,1430612,254473.0
1406,Bride & Prejudice (2004),"['indians', 'bollywood', 'adapted', 'from:book', 'colourful', 'india', 'culture', 'clash', 'dance', 'jane', 'austen', 'prejudice', 'good', 'music']",31694,361411,57825.0
1407,Bride Wars (2009),"['chick', 'flick', 'romantic', 'comedy', 'girlie', 'movie', 'wedding', 'comedy', 'women', 'friendship', 'unlikely', 'friendships', 'happy', 'ending', 'teen', 'movie']",65585,901476,10521.0
1408,"Bride Wore Black, The (La mariée était en noir) (1968)","['hitchcock', 'enigmatic', 'stylish', 'obsession', 'criterion', 'talky', 'downbeat', 'stylized', 'murder', 'revenge']",26170,61955,4191.0
1409,Bride of Chucky (Child's Play 4) (1998),"['horror', 'franchise', 'splatter', 'slasher', 'scary', 'gory', 'original', 'bloody', 'parody', 'teens']",2315,144120,11932.0
1410,"Bride of Frankenstein, The (Bride of Frankenstein) (1935)","['monster', 'imdb', 'top', '250', 'horror', 'classic', 'monsters', 'mad', 'scientist', 'good', 'sequel', 'dark', 'humor', 'macabre', 'original']",1340,26138,229.0
1411,Bride of Re-Animator (1990),"['splatter', 'cult', 'classic', 'good', 'sequel', 'mad', 'scientist', 'horror', 'gory', 'original', 'sequels', 'zombie', 'macabre']",3013,99180,18111.0
1412,Bride of the Monster (1955),"['mad', 'scientist', 'so', 'bad', ""it's"", 'funny', 'monster', 'monsters', 'cult', 'classic', 'camp', 'original', 'horror', 'low', 'budget', 'zombie']",3340,47898,36489.0
1413,Brideshead Revisited (2008),"['catholicism', 'based', 'on', 'a', 'book', 'relationships', 'adultery', 'literature', 'passionate', 'period', 'piece', 'drama', 'dysfunctional', 'family', 'adaptation']",60758,412536,12568.0
1414,Bridesmaids (2011),"['chick', 'flick', 'comedy', 'funny', 'hilarious', 'unlikely', 'friendships', 'crude', 'humor', 'women', 'friendship', 'saturday', 'night', 'live', 'girlie', 'movie']",86833,1478338,55721.0
1415,"Bridge Too Far, A (1977)","['best', 'war', 'films', 'world', 'war', 'ii', 'wwii', 'war', '70mm', 'history', 'wartime', 'historical', 'epic', 'dramatic']",7980,75784,5902.0
1416,"Bridge at Remagen, The (1969)","['wwii', 'germany', 'world', 'war', 'ii', 'best', 'war', 'films', 'german', 'wartime', 'war', 'courage', 'original', 'runaway']",3372,64110,15873.0
1417,"Bridge on the River Kwai, The (1957)","['oscar', '(best', 'cinematography)', 'best', 'war', 'films', 'oscar', '(best', 'directing)', 'world', 'war', 'ii', 'imdb', 'top', '250', 'wwii', 'oscar', '(best', 'actor)', 'war', 'courage', 'camp']",1250,50212,826.0
1418,Bridge to Terabithia (2007),"['based', 'on', 'a', 'book', 'fantasy', 'imagination', 'fantasy', 'world', 'bullying', 'children', 'based', 'on', 'book', 'childhood', 'unlikely', 'friendships', 'friendship']",50601,398808,1265.0
1419,"Bridge, The (2006)","['suicide', 'death', 'depression', 'dystopic', 'future', 'documentary', 'original', 'life', '&', 'death', 'mental', 'illness', 'intimate', 'powerful', 'ending']",48262,799954,1666.0
1420,"Bridges of Madison County, The (1995)","['love', 'story', 'bittersweet', 'romance', 'romantic', 'adultery', 'passionate', 'sentimental', 'chick', 'flick', 'emotional', 'love']",105,112579,688.0
1421,Bridget Jones's Diary (2001),"['girlie', 'movie', 'chick', 'flick', 'romantic', 'comedy', 'adapted', 'from:book', 'relationships', 'based', 'on', 'book', 'romantic', 'british', 'based', 'on', 'a', 'book', 'comedy']",4246,243155,634.0
1422,Bridget Jones: The Edge of Reason (2004),"['girlie', 'movie', 'chick', 'flick', 'romantic', 'comedy', 'sequel', 'romantic', 'sequels', 'based', 'on', 'book', 'good', 'sequel', 'happy', 'ending', 'love', 'story']",8969,317198,9801.0
1423,Brief Encounter (1946),"['intimate', 'adultery', 'criterion', 'bittersweet', 'poignant', 'imdb', 'top', '250', 'love', 'story', 'based', 'on', 'a', 'play', 'oscar', '(best', 'actress)', 'relationships']",2927,37558,851.0
1424,"Brief History of Time, A (1991)","['intellectual', 'adapted', 'from:book', 'biographical', 'genius', 'criterion', 'based', 'on', 'a', 'book', 'original', 'science', 'math', 'cerebral']",6780,103882,1358.0
1425,Brigadoon (1954),"['fairy', 'tale', 'musical', 'fantasy', 'dancing', 'magic', 'dance', 'broadway', 'fairy', 'tales', '18th', 'century', 'music']",8008,46807,18283.0
1426,Brigham City (2001),"['serial', 'killer', 'small', 'town', 'murder', 'mystery', 'god', 'innocence', 'lost', 'mystery', 'murder', 'unusual', 'plot', 'structure', 'original', 'suspense']",4243,268200,26791.0
1427,Bright Eyes (1934),"['kids', 'and', 'family', '1930s', 'pornography', 'oscar', '(best', 'actress)', 'original', 'adaptation', 'pg-13', 'happy', 'ending', 'good', 'runaway']",5097,24914,29887.0
